Visual Peripheral - Visual Peripheral,Visual Peripheral - Visual Central,Visual Peripheral - Somato-Motor A,Visual Peripheral - Somato-Motor B,Visual Peripheral - Dorsal Attention A,Visual Peripheral - Dorsal Attention B,Visual Peripheral - Ventral Attention,Visual Peripheral - Salience,Visual Peripheral - Limbic A,Visual Peripheral - Limbic B,Visual Peripheral - Control C,Visual Peripheral - Control A,Visual Peripheral - Control B,Visual Peripheral - Auditory,Visual Peripheral - Default Mode C,Visual Peripheral - Default Mode A,Visual Peripheral - Default Mode B,Visual Central - Visual Central,Visual Central - Somato-Motor A,Visual Central - Somato-Motor B,Visual Central - Dorsal Attention A,Visual Central - Dorsal Attention B,Visual Central - Ventral Attention,Visual Central - Salience,Visual Central - Limbic A,Visual Central - Limbic B,Visual Central - Control C,Visual Central - Control A,Visual Central - Control B,Visual Central - Auditory,Visual Central - Default Mode C,Visual Central - Default Mode A,Visual Central - Default Mode B,Somato-Motor A - Somato-Motor A,Somato-Motor A - Somato-Motor B,Somato-Motor A - Dorsal Attention A,Somato-Motor A - Dorsal Attention B,Somato-Motor A - Ventral Attention,Somato-Motor A - Salience,Somato-Motor A - Limbic A,Somato-Motor A - Limbic B,Somato-Motor A - Control C,Somato-Motor A - Control A,Somato-Motor A - Control B,Somato-Motor A - Auditory,Somato-Motor A - Default Mode C,Somato-Motor A - Default Mode A,Somato-Motor A - Default Mode B,Somato-Motor B - Somato-Motor B,Somato-Motor B - Dorsal Attention A,Somato-Motor B - Dorsal Attention B,Somato-Motor B - Ventral Attention,Somato-Motor B - Salience,Somato-Motor B - Limbic A,Somato-Motor B - Limbic B,Somato-Motor B - Control C,Somato-Motor B - Control A,Somato-Motor B - Control B,Somato-Motor B - Auditory,Somato-Motor B - Default Mode C,Somato-Motor B - Default Mode A,Somato-Motor B - Default Mode B,Dorsal Attention A - Dorsal Attention A,Dorsal Attention A - Dorsal Attention B,Dorsal Attention A - Ventral Attention,Dorsal Attention A - Salience,Dorsal Attention A - Limbic A,Dorsal Attention A - Limbic B,Dorsal Attention A - Control C,Dorsal Attention A - Control A,Dorsal Attention A - Control B,Dorsal Attention A - Auditory,Dorsal Attention A - Default Mode C,Dorsal Attention A - Default Mode A,Dorsal Attention A - Default Mode B,Dorsal Attention B - Dorsal Attention B,Dorsal Attention B - Ventral Attention,Dorsal Attention B - Salience,Dorsal Attention B - Limbic A,Dorsal Attention B - Limbic B,Dorsal Attention B - Control C,Dorsal Attention B - Control A,Dorsal Attention B - Control B,Dorsal Attention B - Auditory,Dorsal Attention B - Default Mode C,Dorsal Attention B - Default Mode A,Dorsal Attention B - Default Mode B,Ventral Attention - Ventral Attention,Ventral Attention - Salience,Ventral Attention - Limbic A,Ventral Attention - Limbic B,Ventral Attention - Control C,Ventral Attention - Control A,Ventral Attention - Control B,Ventral Attention - Auditory,Ventral Attention - Default Mode C,Ventral Attention - Default Mode A,Ventral Attention - Default Mode B,Salience - Salience,Salience - Limbic A,Salience - Limbic B,Salience - Control C,Salience - Control A,Salience - Control B,Salience - Auditory,Salience - Default Mode C,Salience - Default Mode A,Salience - Default Mode B,Limbic A - Limbic A,Limbic A - Limbic B,Limbic A - Control C,Limbic A - Control A,Limbic A - Control B,Limbic A - Auditory,Limbic A - Default Mode C,Limbic A - Default Mode A,Limbic A - Default Mode B,Limbic B - Limbic B,Limbic B - Control C,Limbic B - Control A,Limbic B - Control B,Limbic B - Auditory,Limbic B - Default Mode C,Limbic B - Default Mode A,Limbic B - Default Mode B,Control C - Control C,Control C - Control A,Control C - Control B,Control C - Auditory,Control C - Default Mode C,Control C - Default Mode A,Control C - Default Mode B,Control A - Control A,Control A - Control B,Control A - Auditory,Control A - Default Mode C,Control A - Default Mode A,Control A - Default Mode B,Control B - Control B,Control B - Auditory,Control B - Default Mode C,Control B - Default Mode A,Control B - Default Mode B,Auditory - Auditory,Auditory - Default Mode C,Auditory - Default Mode A,Auditory - Default Mode B,Default Mode C - Default Mode C,Default Mode C - Default Mode A,Default Mode C - Default Mode B,Default Mode A - Default Mode A,Default Mode A - Default Mode B,Default Mode B - Default Mode B
0.46508702,0.46957818,0.40694575,0.20950052,0.43816342,0.17475011,-0.06405788,-0.29980952,-0.17123513,-0.40584339,-0.18061384,-0.3542163,-0.536882,-0.00979008,-0.10861908,-0.34424202,-0.16210088,0.50275465,0.51193877,0.49263366,0.48652476,0.4661337,0.33967809,0.01306443,0.33645311,-0.51365192,-0.22551208,-0.25454902,-0.57087123,0.36089398,-0.05046114,-0.5562229,-0.39425498,0.66565777,0.84902687,0.61460938,0.80405304,0.46405344,-0.27113892,0.14960968,-0.62654404,-0.64933528,-0.19801493,-0.71291649,0.40086323,-0.15327454,-0.55284686,-0.28897986,0.45225588,0.51912926,0.77819333,0.58390139,-0.20001492,0.29371021,-0.50958432,-0.63442639,-0.06994822,-0.60213921,0.61832975,-0.16352852,-0.50973805,-0.13784793,0.44534921,0.73440805,0.35523456,-0.09421105,0.31597398,-0.55042788,-0.44753492,0.13791294,-0.6460066,0.49143776,-0.0813431,-0.60962334,-0.28722734,0.55561749,0.73567167,0.04712764,0.2499297,-0.63648654,-0.60471768,0.11577702,-0.60380328,0.50815987,-0.31316462,-0.70185395,-0.36868769,0.33779668,0.51943514,0.25526482,-0.51469056,-0.36028051,0.23724811,-0.34595865,0.56745038,-0.41979986,-0.69831493,-0.27885096,0.34529834,0.16114996,-0.18921136,0.15460942,0.33774199,0.18870479,0.21375615,-0.38590568,-0.38658639,-0.11105516,0.09921455,-0.06623114,-0.18408602,0.09167919,-0.18114575,0.54069793,0.09436438,-0.18601101,-0.05411325,0.12172826,0.35078758,0.05966604,0.60640921,-0.34102656,0.31910252,0.74941381,0.5184855,0.39845826,0.01480441,0.50298464,-0.41082041,0.35826543,0.4442976,-0.0483699,0.33824372,0.32675062,0.12582863,-0.15646002,-0.22929605,0.00269571,0.40453179,-0.39126893,0.04656987,0.56366866,0.39254596,0.36871972,-0.11898157,-0.47486113,0.03485205,0.24427025,0.52893269,-0.04252123,0.4344361,0.43831945,0.3237429
0.39365073,0.72851814,0.55006404,0.3134091,0.74047743,0.49901553,-0.03238707,-0.37437761,0.04180453,-0.39376887,-0.33058428,-0.31455078,-0.57789673,0.53127307,0.12276303,-0.31615504,-0.23341536,0.4088241,0.55330314,0.35626615,0.60364268,0.44697616,0.04930338,-0.39621599,0.05447059,-0.24436147,-0.31067695,-0.20957761,-0.50363514,0.57914252,0.17436208,-0.35294046,-0.30280855,0.30696723,0.65716653,0.62542126,0.73268386,-0.1363506,-0.65118333,0.11544524,-0.2794091,-0.45612053,-0.21393622,-0.5276822,0.60908565,0.31326669,-0.12092593,-0.30451945,0.26408668,0.38129401,0.62372438,0.18588457,-0.42572749,-0.00895139,-0.22437612,-0.41303927,-0.26275494,-0.48480545,0.44201724,0.12439701,-0.29488365,-0.39536223,0.37744879,0.78650985,0.04072766,-0.38382305,0.06347368,-0.3453893,-0.41143095,0.04527089,-0.54318283,0.56675024,0.20744797,-0.38552422,-0.38670636,0.31488059,0.23503233,-0.32762008,0.03528245,-0.28877221,-0.44769749,-0.04621498,-0.62383888,0.60824381,0.14559596,-0.40861686,-0.47344692,0.24791323,0.50861108,-0.15693303,0.03750952,0.05578276,0.0894133,-0.32705099,0.08515692,-0.50208868,-0.72823577,-0.63194132,0.25875726,-0.35770493,0.12191365,0.46983195,0.25566018,0.29900571,-0.30753676,-0.56176945,-0.25484823,-0.06262762,0.1008113,0.18087101,-0.30092473,-0.12991053,-0.16275184,0.24439481,0.07862611,0.07291363,0.28491691,0.09518974,0.19633789,0.07951863,0.17472048,-0.25532319,0.01145528,0.23624176,0.02366337,0.27552025,0.15373576,0.49743756,-0.47556575,0.13196977,0.2852049,-0.04465105,0.32657807,0.53838584,-0.12837,-0.10483615,-0.13954399,-0.01527612,0.39207449,-0.58665647,-0.02578956,0.42464381,0.44526298,0.31198315,0.04428856,-0.34762881,-0.08398002,0.27760081,0.59068005,0.08415196,0.32617488,0.54580384,0.30395903
0.37947529,0.39965694,0.09693177,-0.02851299,0.40556986,0.07228043,-0.04922813,-0.17343955,0.18036915,-0.20649254,0.0758982,-0.20342124,-0.16245116,0.11897507,-0.21412006,-0.08182388,-0.19694708,0.32247226,0.36494413,0.19222952,0.42337592,0.31986034,0.31389518,-0.03794284,0.23371748,-0.26760983,-0.03809576,-0.07621167,-0.39011883,0.26298532,0.03760867,-0.28475868,-0.24346219,0.37666908,0.85218488,0.48602553,0.8017221,0.53791995,-0.18077959,0.3147117,-0.08221783,-0.49463182,-0.12175701,-0.56641655,0.46117102,0.02122798,-0.36683152,-0.0545601,0.32803443,0.31436081,0.69448162,0.59593785,-0.08014351,0.22109468,0.03632653,-0.4845267,-0.06257669,-0.44150368,0.47036145,0.03266532,-0.33630083,-0.03323358,0.3160733,0.72600642,0.35400547,-0.14226641,0.38825237,-0.25798342,-0.2959777,0.22631252,-0.57314639,0.40930432,0.13156922,-0.45277861,-0.29235975,0.39050228,0.68716103,-0.09047378,0.34940595,-0.19806834,-0.49451288,0.09902222,-0.66106274,0.48519882,0.05517098,-0.46582195,-0.19540807,0.24286944,0.43121631,0.2000061,-0.23053562,-0.27041579,0.23238136,-0.55130773,0.47954374,-0.13418129,-0.60708073,-0.3700954,0.23205401,-0.12520455,-0.32856808,0.29694492,0.54902536,0.13841139,0.13433624,-0.17530627,-0.45434719,-0.35958572,0.07406143,0.05635644,-0.14248196,-0.02364659,-0.39977601,0.24325537,0.1979863,-0.02921631,0.05968197,0.08536451,-0.16249189,-0.20385703,0.08936203,-0.16487717,0.15438195,0.30429702,0.42846358,0.28623826,0.179138,0.42506778,-0.4348723,0.11546216,0.28237082,-0.31319972,0.27059999,0.1520202,0.16966717,0.14537046,-0.42438173,-0.34248114,0.33195393,-0.44619742,-0.09828543,0.47495199,0.1705378,0.22670319,0.06139839,-0.44491888,-0.04286829,0.26012841,0.3227395,0.08108597,0.30243423,0.51527105,0.2075578
0.26262567,0.6053563,-0.13279495,0.2295008,0.30790525,0.06778678,0.31945693,0.39501916,-0.26910415,-0.13359042,-0.01826954,0.13068427,-0.18279042,0.16146535,-0.51042631,-0.480182,-0.30543384,0.29667234,-0.17341697,-0.0228231,0.3127478,0.13207186,0.1394645,0.19637939,-0.3614871,-0.2648234,0.07771718,0.29469739,-0.12477064,-0.00687605,-0.11943385,-0.42206167,-0.40776926,0.17033831,0.28449218,-0.12103184,0.32289064,0.34162277,0.00725335,0.01997675,-0.22833957,-0.3389899,-0.09605878,-0.12514107,-0.30683069,-0.14499738,-0.15697152,-0.03812672,0.18569313,-0.09431048,0.05953503,0.54344572,0.23988851,-0.00782783,-0.00108835,-0.05292435,-0.03515524,-0.23767319,0.22832835,-0.43518517,-0.33225909,-0.15416671,0.2976932,0.68981363,0.18128538,0.12708904,-0.2985484,-0.37045687,0.05442061,0.48614959,-0.26086394,-0.13993896,-0.15719218,-0.60739534,-0.52239908,0.46972544,0.54250375,0.30369509,-0.28050883,-0.50074972,-0.0811291,0.42912723,-0.41214404,-0.34657388,-0.30383415,-0.65244322,-0.5732086,0.33635448,0.59298062,-0.19987117,-0.35630281,0.05685521,0.2398847,-0.57180098,0.00119869,-0.51192153,-0.67551581,-0.53704431,0.26079789,-0.40316352,-0.31743738,0.23258122,0.30480197,-0.09022849,-0.02709904,-0.50976336,-0.57201097,-0.41971343,0.11549001,0.4446643,-0.25233467,-0.50828818,-0.16799362,0.34931829,0.10238462,0.43151029,0.61698935,0.12224521,-0.26279029,-0.34338447,0.1974986,0.38997995,0.01420998,0.43371297,0.61065801,0.31442002,0.34083017,0.11570932,0.20802382,0.2554034,-0.06013479,-0.34100983,0.40816802,0.22327245,-0.26470371,-0.18147761,-0.61429013,-0.73274952,0.33418406,-0.19311684,0.07607946,0.26422858,0.12457615,0.20461014,-0.10013872,0.10138215,0.38898789,0.40340472,0.53300513,0.16295796,0.40533499,0.70311773,0.42322964
0.30166868,0.50241053,0.37194569,-0.05547327,0.45217004,0.08756251,0.02831549,-0.37813563,0.19147841,-0.25204132,-0.21549545,-0.40435133,-0.42673141,0.04132265,-0.11386466,-0.23558144,-0.14841367,0.45410159,0.46224818,0.01728799,-0.11993982,0.00553239,-0.18730235,-0.48939753,-0.0705288,-0.37121424,-0.03280438,-0.48096578,-0.21180296,-0.10662763,0.0790678,0.05058729,-0.18495022,0.43506938,0.21275107,0.23403704,0.48263564,0.061535,-0.63893124,0.34134751,-0.02589116,-0.5184738,-0.2839877,-0.52729637,-0.07233897,-0.1726429,-0.41481264,-0.428278,0.25637437,-0.16621342,0.10598279,0.33977408,-0.05997353,-0.13208231,-0.100561,-0.20032247,-0.19998567,-0.23405814,-0.09476798,-0.13577935,-0.17786831,-0.31841299,0.39201544,0.60802129,0.26441785,-0.16999653,0.47184721,-0.18371901,-0.25996045,0.04689221,-0.55043925,0.01396782,-0.09532578,-0.5585804,-0.35384735,0.41591103,0.5199634,-0.15160437,0.39322222,-0.11475111,-0.38661945,-0.04695172,-0.59876292,-0.1679307,-0.25515101,-0.65786855,-0.4854861,0.32376165,0.40954774,0.13637084,-0.13040471,-0.01536369,-0.20567856,-0.49664116,0.18786576,-0.47505092,-0.58380559,-0.30571317,0.30587676,-0.3315895,-0.08490909,0.45807632,0.30359781,0.28633309,0.18442532,-0.28967811,-0.09198174,0.25134114,0.12745572,0.27565837,-0.54908458,-0.15147638,-0.60572579,0.24748335,-0.07585748,-0.3462104,0.03214393,0.11175129,-0.20767767,0.13682548,0.09610262,0.09650399,-0.04786021,0.12774376,0.31340056,0.33821358,0.16303662,0.48696525,0.02062981,0.11836562,0.34390767,0.02355208,0.39371102,0.53794075,-0.07475576,-0.00132925,-0.1559262,-0.02311616,0.46887887,-0.1269172,0.18803051,0.48627736,0.37754482,0.2501651,-0.31255445,-0.20363641,0.38636567,0.25379184,0.61388208,-0.09864478,0.32160012,0.30111265,0.34297689
0.35026198,0.61037467,0.26169153,0.25965782,0.75573922,0.35265246,0.17904143,-0.19704939,0.30986602,0.22916405,-0.39901986,-0.29748624,-0.52617817,0.26186086,0.07417306,-0.27622334,-0.15283737,0.38754037,0.38170408,0.55582642,0.61040832,0.49977328,0.34148954,-0.27659094,0.1487031,-0.06379735,-0.25147828,-0.49867175,-0.67110408,0.45715305,0.03298061,-0.30429499,-0.2383516,0.4348954,0.79047148,0.26101967,0.48772753,0.0718347,-0.61702434,0.01008335,0.08761776,-0.54986469,-0.68894584,-0.58641062,0.43729519,-0.13578055,-0.15841393,-0.12188344,0.32500934,0.29478786,0.52409741,0.45167092,-0.39547503,0.02488411,-0.08810473,-0.42256621,-0.6739093,-0.74061547,0.67589914,-0.23083069,-0.393055,-0.22950956,0.32974919,0.63970369,0.36330409,-0.10282351,0.26672712,-0.03448975,-0.27957828,-0.11015478,-0.54238143,0.24433862,0.0118653,-0.50320475,-0.43934705,0.29661519,0.51765158,-0.16668952,0.03147717,-0.11192085,-0.21635884,-0.23157248,-0.58773521,0.27433263,-0.12459407,-0.482732,-0.53079396,0.28186386,0.35784631,0.14300935,-0.24632933,0.00407899,-0.13018104,-0.61246242,0.46744313,-0.35492946,-0.67699544,-0.42301738,0.25342939,-0.19002487,-0.20044353,0.52419258,0.54632337,0.2583634,-0.22491787,-0.26795258,-0.28135518,-0.19150002,0.10343915,0.24752367,-0.29747819,-0.11701465,-0.30339374,0.25263972,0.02226685,-0.1707477,0.23124388,0.08529129,-0.27954517,-0.16209171,-0.05836442,-0.09447705,0.1932679,0.28160203,0.0930839,0.30245506,0.41989928,0.42411241,-0.52820493,0.13707696,0.26607556,-0.19596048,0.41340213,0.70829966,-0.49589932,-0.03538124,-0.0998154,-0.17684793,0.48874328,-0.64107976,0.12026747,0.45815548,0.28197983,0.28348693,-0.42828036,-0.53051466,-0.01459567,0.23176937,0.5343432,-0.0304239,0.30976196,0.41908639,0.23840106
0.531609247,0.18688829,-0.286931127,-0.430394621,0.567746156,-0.00819954935,-0.479067416,-0.319945826,0.0904492996,0.123460339,-0.00279680112,0.0652897369,-0.0169199331,-0.0276652374,0.174584072,0.108131354,0.188207678,0.448735607,0.0312820321,0.0199645082,0.129942106,-0.0101058559,-0.112606492,-0.0637507014,-0.1156538,-0.0215161682,0.0931360406,-0.317528546,-0.261490172,0.116597568,0.11727911,-0.0305760991,-0.129413426,0.346066967,0.477137977,-0.256875064,0.337620113,0.353460096,-0.00863437977,-0.354431568,0.141940403,-0.248756587,-0.454448955,-0.260756257,-0.116600681,-0.297951603,-0.061015511,-0.16245732,0.301806736,-0.537713614,-0.11705359,0.555805829,0.217678061,-0.226543679,0.044369552,-0.180880911,-0.51790488,-0.445962193,0.111473463,-0.175990662,-0.185641752,-0.184451887,0.397878688,0.489906042,-0.48958429,-0.38905412,0.374857159,0.249290272,-0.113890771,0.416717994,0.0567181348,0.271901279,0.299304125,0.236296911,0.354059336,0.356824559,0.0753681415,-0.0525454238,0.0074564961,0.140124575,-0.14324884,0.216388655,-0.0606120116,0.164625902,-0.111471395,-0.0220118536,0.12400495,0.310953106,0.656722162,-0.178950862,-0.162187519,-0.160062015,-0.297096553,-0.501068562,0.0441341132,-0.361733133,-0.482807493,-0.456163485,0.331179446,-0.254773063,-0.465608769,0.0713706146,0.0022482609,-0.162998831,-0.0530974134,-0.410297911,-0.599976677,-0.360790381,0.165265245,0.11860181,-0.127623834,0.275025713,-0.0369722932,0.508311873,0.418182057,0.285731529,0.450380936,0.1019972,-0.224638567,0.106320873,-0.000406721206,0.136224439,0.213724176,0.227849269,0.156345066,0.273847598,0.0616864415,0.148062497,-0.364584573,0.330888982,0.138424481,-0.393341577,0.399984022,0.624205581,0.0446957035,0.155894244,-0.0215834889,0.150207494,0.395964553,-0.201182507,0.0314189741,0.134206391,0.231381643,0.417676128,0.0539710089,0.128953754,0.497172475,0.387657912,0.477567615,0.103658349,0.304612815,0.426759295,0.315325527
0.37504413,0.67964548,-0.2648748,-0.05326113,0.63628989,0.05628279,-0.17626489,-0.21010477,-0.14386728,-0.25079066,-0.17054103,-0.14903812,-0.29821738,-0.17072612,-0.11810166,-0.19004653,-0.19944824,0.45918196,-0.20715115,-0.11190998,0.50668184,0.24600824,0.11571187,-0.07947103,-0.02233163,-0.45218607,-0.01766142,-0.06794946,-0.41108453,-0.32165218,-0.02174461,-0.34688241,-0.43440319,0.12776794,0.62514362,-0.27493625,-0.02958038,0.45150114,0.09929636,0.14816345,-0.32354444,-0.31852214,-0.31296878,-0.24470685,0.17438164,-0.09148931,-0.13134482,-0.0900908,0.16261397,-0.26584672,-0.15936437,0.39265637,0.01015744,0.01696585,-0.23127048,-0.25076551,-0.29538719,-0.25584278,0.43404785,-0.16587072,-0.12051799,-0.10677656,0.36525447,0.57534448,0.09396823,-0.03653335,-0.01611984,-0.18605273,-0.05254539,0.16367628,-0.40326813,-0.31175867,-0.13508703,-0.43731413,-0.35188316,0.33596069,0.52546864,0.19607903,0.11641322,-0.29837341,-0.01426657,0.23527043,-0.46175194,-0.23060445,-0.13854868,-0.58086839,-0.39961341,0.30148587,0.4689142,0.18280362,-0.38106245,-0.12858943,0.03773587,-0.48769534,0.19609927,-0.34776834,-0.67244957,-0.29435159,0.24711097,-0.15679166,-0.02569122,0.21855697,0.52942864,0.26394481,0.41815181,-0.53208781,-0.63430376,0.03729492,0.08208849,-0.0500335,-0.33278831,-0.11989505,-0.29946933,-0.15974481,0.00928026,-0.0174257,0.14677578,0.10951155,0.12942502,0.34068261,0.55283925,0.10526415,0.0295675,0.27234717,0.32647294,0.30648979,0.26262938,0.32609646,-0.00266068,0.27162943,0.12199613,-0.28637313,0.36382744,0.47462651,0.14141548,-0.30217467,-0.48128656,-0.02748298,0.35553517,0.20178689,-0.13688447,0.24183947,0.4251845,0.18079108,-0.28130922,-0.22124355,0.29525902,0.30797843,0.59820489,-0.26784888,0.31331695,0.2152768,0.27350878
0.224505984,0.656442981,-0.122573774,-0.118416162,0.38975527,-0.0891397536,-0.0590358762,0.00723763205,-0.0563329911,0.0967071899,-0.070488848,-0.0886391943,-0.106608223,-0.125832693,0.000356654282,-0.20649712,0.0152275715,0.294282613,0.168580369,0.263941672,0.502403916,0.218419272,0.302265869,0.0105923923,-0.0719932704,-0.01887644,-0.114842191,-0.00170685842,-0.271129169,0.301790337,0.154409687,-0.409097542,-0.288452757,0.275318148,0.812364676,0.326875801,0.64843092,0.415074071,-0.195305049,-0.130498353,0.00288475102,-0.613473255,-0.244936004,-0.523063603,0.535492865,0.121451589,-0.245333096,-0.159226877,0.209093242,0.213991761,0.523939556,0.547074323,-0.0634936969,-0.279885515,-0.046261283,-0.502784324,-0.153217821,-0.397610481,0.689346205,-0.0152663999,-0.392569313,-0.271412161,0.304333112,0.716903383,0.34216705,-0.0942485364,0.113590288,0.123949416,-0.295378908,0.21025334,-0.462042968,0.15779121,0.26639201,-0.449841444,-0.268245341,0.280199238,0.669756356,0.0234177357,0.0713132437,-0.0126771005,-0.405573027,0.177154965,-0.517621964,0.411328591,0.161188074,-0.509988491,-0.340528307,0.190554776,0.428506417,-0.0618157729,-0.177720618,-0.22227002,0.241752823,-0.35114915,0.544195108,-0.124405558,-0.745001381,-0.548013248,0.214240622,-0.182318257,-0.204035661,0.307485997,0.420450973,0.388662119,0.189923584,-0.311549516,-0.418807091,-0.271261365,0.0847113079,0.0605824363,0.0179549846,-0.0330979979,-0.113424175,-0.0840856541,0.258159487,0.185526932,0.149153057,0.0761225983,-0.239989734,0.0592835359,-0.0494875136,-0.0568465821,0.0783411342,0.180904754,0.0976982087,0.257701421,0.269960776,0.476807553,-0.342387228,-0.0228862063,0.147291991,-0.161645654,0.260238675,0.471721869,0.0115670367,-0.00748262049,-0.343013415,-0.303120552,0.310112153,-0.203114612,-0.220276435,0.227067149,0.2031073,0.23951697,-0.117857418,-0.402540514,-0.123562608,0.156394983,0.369907893,0.0890118521,0.240283939,0.624268831,0.217540297
0.35655329,0.39504466,-0.17624773,0.09769791,0.31175189,-0.11976223,0.036691,-0.07901565,-0.03526199,-0.15961732,-0.23374312,-0.18635212,-0.19403123,-0.04309737,-0.20724182,-0.18434173,-0.16810973,0.35203422,-0.35870703,-0.02674214,0.3929127,0.21105467,0.22748244,0.21444823,-0.27653359,-0.42779939,0.21946262,0.00585816,-0.26214703,-0.16505778,0.02380479,-0.39310536,-0.4780214,0.20949547,0.42900208,-0.24830514,0.1391171,0.20332077,-0.27219313,0.15276813,0.14281489,-0.3543744,-0.30209574,-0.34587342,0.08510426,-0.06670563,0.01442435,0.04882343,0.24436514,-0.1229163,0.12717982,0.43049485,-0.19913785,-0.17267789,-0.03843583,-0.27438472,-0.19789563,-0.28109543,-0.08847226,-0.24143696,-0.2074083,-0.28838727,0.29655575,0.65226708,0.26168575,0.21039312,-0.37755665,-0.5307075,0.19579472,0.37048222,-0.17601768,-0.22158964,-0.08397586,-0.67505658,-0.65374319,0.38801115,0.61763852,0.26395442,-0.40763111,-0.49535223,0.14761688,0.12969293,-0.4424551,-0.31576321,-0.12865721,-0.64272318,-0.65747062,0.34066908,0.35573961,-0.33362081,-0.52055362,0.14415365,-0.18076577,-0.62227252,-0.08311398,-0.17924431,-0.55875637,-0.66377441,0.22587053,-0.36536953,-0.32300103,0.38966123,0.18410388,-0.07838953,0.02815085,-0.3347995,-0.47462892,-0.31388734,0.09415802,0.32670332,-0.32967684,-0.46005551,-0.04753669,0.36321831,0.25833612,0.50974374,0.6077037,0.12242981,-0.29008168,-0.12725235,0.30190459,0.02810337,0.13530924,0.58020086,0.56336137,0.33749921,0.28790734,0.02042371,-0.07057515,0.32786395,-0.07316618,-0.37165864,0.39836009,0.59862803,-0.23956346,-0.21417281,-0.3999276,-0.32539413,0.36201068,-0.16847012,-0.13219817,0.20003147,0.33387827,0.24130591,-0.02017609,0.15274948,0.36172227,0.31696044,0.53603397,0.08816381,0.35605693,0.73649141,0.40570651
0.29278939,0.55269021,-0.2480836,-0.23610615,0.42562685,-0.01003738,-0.04831001,-0.07238085,0.08138688,-0.1835018,-0.1137058,-0.24603981,-0.24504397,-0.19005591,-0.03548569,-0.10755644,-0.08914394,0.21803797,-0.06560876,0.07498189,0.31950903,0.1429594,0.27566394,0.14115072,-0.06259842,-0.44255201,0.02558815,-0.2100567,-0.420414,0.07545855,-0.06599069,-0.3448846,-0.30000573,0.20994128,0.66046527,-0.03423144,0.21426862,0.25623786,-0.29676829,-0.02546239,-0.2181505,-0.3626249,-0.10081636,-0.35749432,0.43147783,-0.06559661,-0.20542574,-0.15218452,0.22008207,0.0203585,0.31244596,0.59893306,-0.01904477,0.07534804,-0.39101931,-0.41082424,-0.20074787,-0.49826565,0.60894777,-0.30496678,-0.44555552,-0.2232131,0.29357353,0.72570024,0.09864323,-0.16576429,0.31138075,-0.30393513,-0.18204887,0.28303862,-0.27082347,0.21644784,0.05750703,-0.31085528,-0.13994011,0.26978707,0.3806325,0.0547335,0.08268335,-0.47742742,-0.03974154,0.26783134,-0.40206338,0.27205015,-0.15880174,-0.4826403,-0.35787712,0.34757323,0.44241114,-0.11295075,-0.50902346,-0.05618839,-0.31338479,-0.76560083,0.28240491,-0.58841806,-0.78060386,-0.57572636,0.20005834,-0.18752047,-0.23480804,0.38439221,-0.06256142,-0.11403807,0.01334669,-0.44981247,-0.3589289,-0.24233785,0.09138125,0.25868304,-0.46701996,0.04746804,0.0019594,0.39352978,0.26041442,0.16160862,0.53150257,0.09470348,-0.03817602,0.07423112,0.45840219,-0.28311347,0.4365381,0.66453657,0.47658211,0.26884346,0.10855231,0.16230163,-0.48037552,0.06362105,0.0929201,-0.33118101,0.27905851,0.51603481,0.00144464,0.17282927,-0.00702422,0.041706,0.34223016,-0.19182748,0.38788798,0.63634161,0.51439139,0.29766139,-0.10053286,-0.26884847,0.21033353,0.25417609,0.68685493,0.33762243,0.34237983,0.59400553,0.26379024
